taxi_group_name,driver_full_name,disabled,deleted,vehicle_brand,experience_group,awards,endurance_score,profitability_score,safety_adherence_score,efficiency_score,no_of_1_star_rating,no_of_2_star_rating,no_of_3_star_rating,no_of_4_star_rating,no_of_5_star_rating
"Thompson, Taylor and Williams",Carole Turner,0,0,0,1,0,-0.658186,-1.75267,-0.591684,-1.3324,19,30,50,6,7
"Thompson, Taylor and Williams",Bernard Miah,0,0,0,3,0,-0.694873,-1.36878,-0.596972,-1.75415,20,46,59,5,6
"Thompson, Taylor and Williams",Jodie Evans,0,0,2,4,0,1.54804,1.57496,0.703124,1.09149,7,25,23,43,39
"Thompson, Taylor and Williams",Joshua Hall,0,0,15,2,0,1.25781,2.57636,2.36398,0.145925,16,25,41,36,21
"Thompson, Taylor and Williams",Terry Read,0,0,9,4,1,1.18897,0.610814,0.914474,1.06894,3,2,5,56,53
"Thompson, Taylor and Williams",Mohammad Kelly,0,0,12,1,0,-1.24059,-0.517642,-1.37612,-0.0319187,8,8,17,46,49
"Thompson, Taylor and Williams",Megan Talbot,0,0,3,1,0,-0.100634,0.0466477,-0.583186,1.34896,3,5,26,46,55
"Thompson, Taylor and Williams",Joe Preston,0,0,0,3,0,-0.246593,0.357485,-0.832373,3.16326,17,30,43,16,9
"Thompson, Taylor and Williams",Nathan Lyons,0,0,6,4,0,-0.131448,-0.0491162,-0.78621,0.422831,5,22,37,24,23
Bray-Ellis,Christian Taylor,0,0,12,5,0,0.649809,1.02833,0.436955,0.327158,22,34,27,28,24
Bray-Ellis,Jacob O'Neill,0,0,11,4,0,-0.267475,-0.545426,1.24919,-0.0382833,4,3,20,56,68
Bray-Ellis,Graeme Gray,0,0,12,2,0,1.26517,-0.938769,-0.825478,0.117668,9,25,42,20,17
Bray-Ellis,Lynn Forster,0,0,3,2,0,-0.52353,-1.21608,-1.1731,-1.19734,6,10,22,44,46
Davis Inc,Pamela Bartlett,0,0,4,6,0,0.35584,-0.491868,-0.242376,0.176962,11,26,37,27,20
Davis Inc,Sean Thomson,0,0,6,2,0,-1.18054,-0.813031,-0.92571,-0.0802518,3,9,22,35,48
Davis Inc,Rosie Wells,0,0,8,1,0,-1.51071,-1.41332,-1.3827,0.321953,7,14,36,34,39
Davis Inc,Paula Hughes,0,1,11,3,0,0.820346,-0.542012,-0.0396968,-0.77382,26,36,56,6,0
Davis Inc,Jessica Freeman,0,0,17,2,0,2.1744,-0.697811,-0.492916,0.0564383,9,18,28,38,24
Davis Inc,Joshua Parker,0,1,15,5,0,-0.553647,-0.186231,0.356022,-1.80454,0,4,6,44,54
Davis Inc,Ashleigh Robson,0,0,0,2,0,-0.14028,-0.397265,-0.928764,0.828433,20,38,57,11,14
Davis Inc,Allan Harrison,0,0,0,1,0,-0.0999879,2.12845,-1.16304,2.71516,8,16,22,40,40
Davis Inc,Gail Jones,0,0,17,1,0,0.351329,0.418192,-0.27032,-0.1083,8,23,23,23,39
Davis Inc,Kenneth Smith,0,0,17,5,0,-0.785617,-0.837522,-1.0632,-0.0601328,15,36,42,21,16
Davis Inc,Robin Skinner,0,0,6,3,0,0.0749036,0.146108,2.06709,-1.66886,18,33,48,16,15
Davis Inc,Abigail Baxter,0,0,16,3,0,-0.676815,0.701512,1.59655,-0.670075,15,21,41,20,27
"Bird, Little and Cooper",Nicholas Parsons,0,0,6,3,0,-0.969664,-0.540659,-1.0043,-0.725956,1,4,0,50,71
"Bird, Little and Cooper",Charlene Taylor,0,0,13,1,0,-1.38154,-0.530368,-0.888943,-0.548363,3,-2,11,62,45
Lyons Ltd,Ryan Gardner,0,0,0,3,0,-0.412593,0.268485,-1.01437,3.22826,12,32,41,13,4
Lyons Ltd,Barry Griffiths,0,0,12,4,0,-0.512589,-0.128834,-0.826488,0.311846,7,24,34,22,28
Lyons Ltd,Louise Pearce,0,0,11,4,0,0.0467672,-0.0180873,-0.203141,1.48894,11,35,47,15,25
Lyons Ltd,Vincent Begum,0,0,9,1,0,-0.417052,-1.1672,0.123479,-0.895531,6,5,10,45,61
Lyons Ltd,Eric Thomas,0,0,9,5,0,-0.950398,-0.860751,0.566423,-1.94745,3,8,13,48,65
Lyons Ltd,Adrian Lee,0,0,2,3,0,0.910745,1.63284,0.0999072,1.09963,10,27,40,17,27
Lyons Ltd,Ricky Patel,0,0,12,3,0,0.0168064,-0.375224,-0.125489,0.0588073,7,18,23,43,36
Lyons Ltd,Jason Chambers,0,0,9,4,0,0.9361,0.90557,0.978402,-0.466587,20,33,45,11,29
Lyons Ltd,Clare Owen,0,0,1,4,0,0.0411199,1.30322,-0.381748,2.0349,12,27,42,29,28
Lyons Ltd,Beverley Donnelly,0,0,12,5,0,0.450782,1.04707,0.277228,0.823946,17,20,25,39,24
Lyons Ltd,Gerald Johnson,0,0,16,2,0,-0.180438,-0.0203956,2.15368,0.0177355,8,21,23,38,43
Lyons Ltd,Kathryn James,0,0,17,4,0,-0.881038,-0.92355,-0.50767,0.0108687,13,20,49,12,14
Lyons Ltd,Jill Ellis,0,1,10,3,0,-0.436209,-0.294964,1.03504,0.253036,17,37,33,29,37
Lyons Ltd,Marion Hargreaves,0,0,17,4,0,0.442488,0.126635,0.201003,0.465743,6,11,25,29,46
Lyons Ltd,Leslie Hayward,0,0,11,2,0,-0.896271,-0.68396,-0.854641,0.310621,22,23,29,15,21
Lyons Ltd,Jennifer Ward,0,0,6,6,0,0.655114,-0.40364,-0.119873,1.21442,14,20,39,25,27
Lyons Ltd,Joanne Mitchell,0,0,2,5,1,1.2572,2.17101,1.39298,0.682166,10,11,11,51,42
Lyons Ltd,Chloe Davis,0,0,5,3,0,-0.271229,-0.620412,0.121273,0.46754,15,26,52,21,26
Lyons Ltd,David Young,0,0,15,3,0,-0.22133,-1.13348,0.135926,-1.51332,8,12,32,33,35
Fletcher-Blackburn,Jennifer Gallagher,0,0,16,3,1,0.463665,-0.182156,2.39776,-0.611248,19,30,62,15,19
Fletcher-Blackburn,Barbara Smith,0,0,16,3,0,-0.698578,0.213725,0.365568,-0.566073,17,22,42,30,29
Fletcher-Blackburn,Julia Franklin,0,0,5,5,0,-0.941408,0.0897825,-0.808296,-0.18525,19,38,56,17,13
Fletcher-Blackburn,Catherine Parkin,0,0,11,2,0,-0.910271,-0.77496,-0.916641,0.242621,20,24,29,18,17
Fletcher-Blackburn,Natalie Pearson,0,0,7,5,1,0.360891,1.10613,-0.0613334,1.53661,4,3,4,60,50
Fletcher-Blackburn,Julie Holland,0,0,17,1,0,2.39635,0.250567,0.134865,-0.227546,9,13,23,48,40
Fletcher-Blackburn,Phillip Jordan,0,0,1,4,1,-0.0304883,0.37244,0.461051,1.97208,6,5,3,58,60
Fletcher-Blackburn,Emma Smith,0,0,14,1,0,-1.0711,-1.02533,-0.227315,0.650962,4,5,3,66,53
Fletcher-Blackburn,Roger Preston,0,1,13,3,0,0.153344,0.553444,-0.429574,-0.0873881,6,7,24,30,49
Fletcher-Blackburn,Connor Kay,0,0,13,1,0,0.880149,0.346284,0.502717,0.261673,21,35,33,25,29
Fletcher-Blackburn,Clive Walton,0,0,12,3,0,-0.390974,0.30855,-0.0573923,-0.937427,8,19,29,37,23
Fletcher-Blackburn,Paula Rees,1,0,9,3,0,-1.06469,-1.03945,-1.22,0.0936337,1,9,9,55,52
Fletcher-Blackburn,Ryan Jones,0,0,13,4,0,-0.179338,-0.528466,-0.791298,0.111463,23,38,41,12,7
Fletcher-Blackburn,Eleanor Scott,0,0,0,2,0,-1.05777,-1.91544,-1.47827,-0.42133,10,24,37,44,23
Fletcher-Blackburn,Toby Smith,0,0,10,5,1,0.772492,1.42165,0.434083,1.17764,14,17,23,57,45
Fletcher-Blackburn,Gavin Singh,0,0,0,5,0,0.628454,-0.502549,-0.291229,1.02221,18,17,44,26,30
Fletcher-Blackburn,Tracy Birch,0,0,13,5,0,0.455448,0.51883,0.314795,0.137205,12,23,32,24,21
Fletcher-Blackburn,Callum Carter,0,0,10,1,0,0.387311,0.153413,0.59668,-1.54277,12,19,41,29,26
Fletcher-Blackburn,Stanley Lewis,0,0,4,4,0,0.550788,-0.987218,0.686493,0.39792,7,11,10,52,29
Fletcher-Blackburn,Douglas Newton,0,0,14,1,1,1.37297,1.03011,0.531073,2.03458,10,20,27,45,43
Fletcher-Blackburn,Amber Ali,0,1,7,5,1,0.438891,1.09313,-0.0413334,1.45061,0,4,7,60,55
Fletcher-Blackburn,Charles Davies,0,0,0,1,0,-0.0817325,0.318652,-1.14283,0.275688,12,36,58,7,10
Fletcher-Blackburn,Mohammad Potts,0,0,2,5,0,0.238763,2.15338,0.525597,1.04326,12,25,33,28,27
Fletcher-Blackburn,Brandon Stevens,0,0,14,3,0,-1.62178,-1.58341,-1.56836,-1.07281,15,19,31,38,22
Fletcher-Blackburn,Josh Pearson,0,0,14,1,1,1.49377,2.22864,-0.0614564,2.44294,1,1,4,63,65
Fletcher-Blackburn,June May,0,0,14,6,0,0.264882,-0.858661,0.125586,1.13149,3,7,15,39,50
Fletcher-Blackburn,Joe Day,0,0,17,5,0,-0.57461,-0.772101,-0.93086,-0.717852,11,21,34,27,41
Fletcher-Blackburn,William Davis,0,0,17,5,0,-0.568796,-0.114619,0.980487,-1.66589,6,42,41,12,24
Fletcher-Blackburn,Tracey Smith,0,0,6,5,0,0.025902,0.313612,-1.02321,-0.727798,1,5,13,58,54
Fletcher-Blackburn,Dean Gardner,0,0,15,5,0,-0.521003,1.11649,-0.93686,-0.00374505,14,44,42,21,21
Fletcher-Blackburn,Hollie Whittaker,0,1,3,1,0,-0.724067,-0.678227,0.689418,0.0325275,18,43,56,8,12
Fletcher-Blackburn,Irene Taylor,0,0,15,6,0,0.0170386,0.887605,1.40929,-0.0658873,8,36,45,20,16
Fletcher-Blackburn,Nathan Lawrence,0,0,15,6,0,0.541507,1.20851,1.47412,0.0907901,10,28,31,12,17
Fletcher-Blackburn,Marilyn Edwards,0,0,5,3,0,-0.263229,-0.582412,0.110273,0.36954,15,26,49,20,25
Sutton and Sons,Abdul Wyatt,0,0,10,1,0,-0.790205,-0.151953,0.434027,-0.927048,4,6,6,59,47
Sutton and Sons,Samuel Harrison,0,0,1,4,0,0.0891199,1.31222,-0.249748,1.8999,11,28,46,31,31
Sutton and Sons,Jack Bishop,1,0,14,5,0,-0.472121,-0.767731,-0.565309,-1.34661,7,36,33,19,18
Sutton and Sons,Arthur Rogers,0,0,16,5,1,0.814629,0.249991,1.76832,1.34601,5,13,18,45,61
Sutton and Sons,Heather Singh,0,0,14,5,0,0.113158,-0.598948,0.294036,1.06216,13,16,25,30,31
Sutton and Sons,Dominic Morgan,0,0,9,2,0,-1.62916,-1.42783,-1.41673,-1.3353,5,14,14,48,42
Sutton and Sons,Michael Cooke,0,0,14,4,1,0.502154,0.841032,0.951653,0.479778,9,10,11,38,52
Sutton and Sons,Ashley Birch,0,0,12,3,0,-1.30273,-1.59167,-1.15022,-0.255133,10,18,18,45,43
Sutton and Sons,Bethan Hall,0,0,6,1,0,-0.0997905,1.5536,-0.394125,-0.0756306,-2,1,5,62,60
Sutton and Sons,Sam Lees,0,0,8,5,0,-0.512916,-0.851323,2.35099,-1.24382,14,35,50,11,19
Sutton and Sons,Robert Shepherd,0,0,14,3,1,-0.804343,-0.239008,2.79744,0.745513,4,2,3,70,53
Sutton and Sons,Stephen Armstrong,0,0,11,2,0,-1.04231,-1.47342,-1.8807,-0.0909075,12,26,32,41,30
Sutton and Sons,Frances Thomson,0,0,17,5,0,0.132206,0.515799,-0.261405,1.1373,19,25,30,23,21
Sutton and Sons,Jonathan Roberts,0,0,10,2,0,0.783305,1.23415,1.46091,-0.536901,15,34,43,24,17
Sutton and Sons,Linda Walker,0,1,9,2,0,0.25493,0.0849743,0.768685,-0.629211,12,34,51,12,25
Sutton and Sons,Samuel Williams,0,0,12,1,0,7.07849,-2.29145,-2.18148,-0.5309,12,14,28,24,21
Sutton and Sons,Sara Stevens,0,0,14,5,0,-0.142772,-1.28783,-0.695034,-1.29878,20,45,61,3,0
Sutton and Sons,Karl Smith,0,0,0,4,0,0.254833,0.220571,-0.754817,-0.209011,16,41,55,11,-1
Sutton and Sons,Diana Knight,0,0,4,6,0,1.07431,-0.516758,-0.29755,-0.352305,8,25,36,29,32
Sutton and Sons,Hollie Smith,0,0,5,5,0,-0.985408,0.103782,-0.809296,-0.0652504,15,38,54,14,12
Sutton and Sons,Katy Douglas,0,0,9,1,0,0.391881,0.800437,-0.256742,-0.00809232,3,26,42,22,19
Richards-Hayes,Lindsey Jackson,0,0,5,1,0,-1.21248,-0.0584399,-1.27594,-2.05071e-05,4,11,20,34,43
Richards-Hayes,Irene Clarke,0,0,13,4,0,-0.864127,-0.579442,-1.13111,-0.701419,3,11,24,48,43
Richards-Hayes,Connor Horton,0,0,1,5,0,-1.20402,-0.848971,-1.18657,-0.0379562,10,14,24,37,34
Richards-Hayes,Jade Long,0,0,10,5,1,0.70263,2.10877,0.518004,0.750599,4,0,7,41,52
Richards-Hayes,Samantha Collins,0,0,15,6,0,-0.470268,0.220409,0.124776,-0.671075,2,11,18,45,50
Richards-Hayes,Wendy Mills,0,0,1,3,0,-0.672675,-0.178262,-0.0325661,-0.638385,10,23,27,36,18
Richards-Hayes,Jake Franklin,0,0,2,4,0,-0.0351358,0.263837,-0.269095,0.382986,14,35,52,20,16
Richards-Hayes,Damien Phillips,0,0,16,2,0,0.1374,0.096769,4.01636,-1.38447,3,16,25,42,48
Richards-Hayes,Chelsea Jackson,0,0,11,3,0,1.66267,0.0635119,0.449955,-0.0278701,20,39,47,13,21
Richards-Hayes,Sian Harrison,0,0,15,4,0,-0.159477,1.46704,-1.04908,-0.27617,9,12,19,46,47
Richards-Hayes,Timothy Heath,0,0,12,1,0,-1.44312,-0.654391,-1.24629,0.0979781,1,0,3,74,49
Richards-Hayes,Carl Bowen,0,0,11,3,0,-0.802696,-0.947693,-0.812932,-0.723486,21,38,64,5,1
Richards-Hayes,Ashley White,0,0,17,1,0,0.383409,0.0404482,0.156121,0.509491,6,29,53,26,23
Richards-Hayes,Julian Robertson,0,0,17,1,0,0.901913,-0.242765,0.244068,0.024219,15,30,45,10,17
Richards-Hayes,Gavin Lloyd,0,0,10,1,0,-1.26564,0.0779127,-0.769868,1.70802,11,24,28,41,29
Richards-Hayes,Joanna Dyer,0,0,9,4,0,0.202216,0.555444,-0.0942905,-0.810421,12,11,19,38,45
Richards-Hayes,Nigel Hutchinson,0,0,6,1,0,-0.450933,-0.493852,-0.433135,0.464986,8,16,32,29,26
Richards-Hayes,Norman Miles,0,0,15,2,0,-0.720363,-0.460156,-0.703066,-0.884306,7,14,18,36,40
Richards-Hayes,Eleanor Rees,0,0,1,2,0,-0.996018,-0.493231,-1.35331,-0.0919046,8,21,30,33,34
"Fisher, May and Holt",Carol Hammond,0,0,3,3,0,0.050355,-0.0822654,0.131709,2.34736,4,7,9,50,58
"Fisher, May and Holt",Kyle Harding,0,0,2,3,0,0.964708,1.99869,1.74787,1.79823,6,12,10,50,61
"Fisher, May and Holt",Patricia Evans,0,0,15,1,0,0.0480023,-0.506108,1.6972,-0.453499,24,31,51,8,15
"Fisher, May and Holt",Charlotte Lewis,0,0,3,5,1,0.371067,1.20436,-0.137103,1.51007,0,0,3,49,69
"Fisher, May and Holt",Judith Chapman,0,0,10,4,0,-0.0549587,-0.199846,0.0995276,-1.27685,4,3,4,52,43
"Fisher, May and Holt",Roy Allen,0,0,6,1,0,-1.21655,-1.10143,-1.17292,-0.0312518,9,19,39,22,29
"Fisher, May and Holt",Alex Williams,0,0,1,5,0,0.0189022,0.187813,-0.0567184,-0.309377,19,23,47,15,18
"Fisher, May and Holt",Eleanor Perry,0,0,8,1,0,-0.292483,-0.501344,0.192522,2.21231,3,11,11,49,40
"Fisher, May and Holt",Leigh Roberts,0,0,3,6,0,-0.122596,-0.60238,-0.589871,1.18716,0,8,6,53,50
"Fisher, May and Holt",Alice Griffiths,1,0,17,1,0,-1.10501,-0.955218,-1.16714,0.750372,4,11,9,40,45
"Fisher, May and Holt",Harry Lane,0,0,17,2,0,0.845501,-0.214019,0.0298243,0.0769451,10,28,51,13,18
"Fisher, May and Holt",Leslie Winter,0,0,14,2,0,-1.07471,-0.820738,-0.826416,-0.0371597,17,39,46,15,14
"Fisher, May and Holt",Derek Sinclair,0,0,15,6,1,-0.776363,0.639427,2.39482,-0.611455,0,11,13,48,35
"Fisher, May and Holt",Christopher Hayward,0,0,9,5,0,-1.07875,-1.66711,-0.376804,-0.0720969,0,1,0,55,53
"Fisher, May and Holt",Pamela Khan,0,0,12,5,0,0.262087,0.577557,-0.539793,1.70531,9,17,30,40,48
"Fisher, May and Holt",Francesca Young,0,0,1,5,0,0.957425,0.746684,0.441923,0.926107,13,29,38,29,26
"Fisher, May and Holt",Louis Davies,0,0,5,6,0,0.996158,1.35379,0.110538,-0.37179,16,31,46,15,11
"Fisher, May and Holt",Jamie Lloyd,0,0,6,5,0,0.00590205,0.302612,-0.827213,-0.535798,5,6,14,57,52
"Fisher, May and Holt",Katie Lane,0,0,16,6,0,-0.942272,-0.0188676,0.763773,-1.44278,6,9,20,42,50
"Fisher, May and Holt",Vincent Fleming,0,0,16,3,0,-0.37327,-0.14882,0.859222,-0.619796,20,39,55,9,13
"Fisher, May and Holt",Annette Gilbert,0,0,13,4,0,0.519769,0.820557,-0.186523,0.547042,9,23,52,15,11
"Fisher, May and Holt",Deborah Reid,0,0,6,2,1,1.7314,1.07208,0.274177,1.15662,-2,-2,5,45,44
"Fisher, May and Holt",Julia Richardson,0,0,6,2,0,-1.17954,-0.755031,-0.93471,-0.192252,4,13,21,37,52
"Fisher, May and Holt",Carly Marshall,0,0,14,2,0,1.13244,0.565087,0.882757,1.17479,4,6,16,41,39
"Fisher, May and Holt",Zoe Baker,0,0,6,1,0,-0.517933,-0.455852,-0.502135,0.433986,6,16,30,28,31
"Fisher, May and Holt",Stanley Nicholson,0,0,8,6,0,-1.10198,-0.201673,-0.829986,-1.00632,13,21,18,36,34
"Fisher, May and Holt",Jennifer Evans,0,0,0,4,0,0.0594914,0.0672961,0.953784,-0.89512,8,37,27,24,31
"Fisher, May and Holt",Amelia Taylor,0,0,6,3,0,-0.0160964,0.185108,2.08709,-1.63186,15,32,48,17,19
"Fisher, May and Holt",Chloe Marsh,0,0,9,6,0,-0.0437818,-0.434173,-0.784435,-0.528314,5,19,22,42,34
"Fisher, May and Holt",Jeremy Kennedy,0,0,15,4,0,-0.0494768,1.47104,-1.05908,-0.34817,12,14,20,47,46
"Fisher, May and Holt",Paul Shah,0,0,9,4,0,0.179216,0.638444,-0.0332905,-0.742421,7,12,23,39,46
"Fisher, May and Holt",Christian Williams,0,0,6,3,0,-0.316797,0.236954,-0.423633,-0.544466,18,31,55,21,20
"Fisher, May and Holt",Abigail Hill,0,0,2,4,0,-0.395718,-0.301629,-0.888539,-0.816771,12,25,53,16,15
"Fisher, May and Holt",Irene Cooper,0,0,12,2,0,-0.497276,-1.78013,-1.19282,0.236449,11,17,20,38,52
"Fisher, May and Holt",Connor Bell,0,0,17,2,0,0.518611,0.809618,0.940854,0.321535,14,24,36,27,36
"Fisher, May and Holt",Laura Graham,0,0,1,5,0,-0.134184,0.375331,1.2727,-0.449206,4,23,46,12,15
"Fisher, May and Holt",Bradley Taylor,0,1,8,5,0,-0.368602,-0.641854,0.476308,0.40226,14,26,40,21,36
"Fisher, May and Holt",Jean Kaur,0,0,13,4,0,1.385,0.426744,-0.12225,0.500022,13,20,24,29,39
"Fisher, May and Holt",Sophie Campbell,0,0,9,5,0,-0.0867133,-0.798238,-1.01999,-1.93308,10,18,24,34,40
"Fisher, May and Holt",Lydia Edwards,0,0,14,2,1,1.52287,0.273806,1.83451,1.51898,10,14,34,31,38
"Fisher, May and Holt",Geraldine Green,0,0,4,2,0,-1.31923,-1.74654,-0.207491,-1.60576,22,28,55,0,2
"Fisher, May and Holt",Katherine Barton,0,0,17,3,0,1.25997,1.00336,0.617399,-0.245892,20,32,58,18,22
"Fisher, May and Holt",Lynn Birch,0,0,13,1,0,-0.324191,0.235954,-0.24755,0.496331,13,32,41,30,16
"Fisher, May and Holt",Kate Reeves,0,0,9,1,0,-0.984821,-0.93194,-0.555849,-1.38202,1,14,16,50,44
"Fisher, May and Holt",Phillip Jones,0,0,14,4,1,0.320068,-0.0618781,1.79384,0.822256,7,20,10,49,46
"Fisher, May and Holt",Leah Payne,0,0,3,4,0,-0.837265,-0.347402,1.09032,0.704439,13,18,18,33,34
"Fisher, May and Holt",Natalie Moore,0,0,14,1,0,-1.21201,-1.26899,-1.39003,1.23161,18,23,33,18,19
"Fisher, May and Holt",Annette Hart,0,1,12,4,0,2.49339,0.122139,-1.01733,-2.2252,9,10,13,39,46
"Fisher, May and Holt",Patrick Wade,0,0,10,2,0,0.723305,1.34815,1.40691,-0.669901,13,35,46,24,15
"Jenkins, Fry and Gordon",Diana Watkins,0,0,12,6,0,-1.00458,-0.869152,-0.992095,-0.194995,15,16,30,35,36
"Jenkins, Fry and Gordon",Tom Harvey,0,0,12,2,0,0.242638,0.566341,-0.477269,0.622835,6,16,30,28,26
"Jenkins, Fry and Gordon",Sheila Macdonald,0,0,6,5,0,0.201048,0.51712,-0.424085,1.09844,5,28,33,36,27
"Jenkins, Fry and Gordon",Patricia Lawrence,0,0,4,6,0,-0.579618,-1.04776,-0.775336,-0.499073,22,39,56,22,15
"Jenkins, Fry and Gordon",Michael Dean,0,0,3,1,0,-0.357328,-0.885077,-0.0544991,2.51852,7,8,30,29,36
"Jenkins, Fry and Gordon",Joan Scott,0,0,9,1,0,-0.158436,-0.818128,1.24531,-0.225654,13,32,38,8,8
"Jenkins, Fry and Gordon",Sophie Thorpe,0,0,9,6,0,-0.174782,-0.480173,-0.828435,-0.466314,1,15,22,44,36
"Jenkins, Fry and Gordon",Ashleigh Green,0,0,0,2,0,-0.17328,-0.401265,-0.826764,0.888433,20,36,61,10,14
"Jenkins, Fry and Gordon",Frederick Adams,0,0,13,4,0,0.626769,0.782557,-0.227523,0.491042,12,24,51,18,13
"Jenkins, Fry and Gordon",Scott Harding,0,0,13,3,0,-0.0591168,-1.04904,-0.618544,-0.988219,13,19,34,27,29
"Jenkins, Fry and Gordon",Derek Webb,0,0,17,4,0,-0.762038,-0.96855,-0.59667,-0.135131,16,24,54,14,14
"Jenkins, Fry and Gordon",Ryan Clarke,0,0,5,5,0,1.89543,0.648519,0.346338,-0.760336,8,19,23,30,38
"Jenkins, Fry and Gordon",Norman Hart,0,0,6,5,0,-0.233358,-0.505862,-0.979507,-0.786201,5,2,9,68,51
"Jenkins, Fry and Gordon",Carly Daly,0,0,14,4,0,-0.115095,1.46944,-0.348935,0.449088,9,16,20,52,45
"Jenkins, Fry and Gordon",Jodie Griffiths,1,0,0,1,0,-0.210988,2.22645,-0.994044,2.65816,7,16,22,42,41
"Jenkins, Fry and Gordon",Joseph Kirk,0,0,10,1,0,0.501311,0.277413,0.74668,-1.45577,16,21,41,31,27
"Jenkins, Fry and Gordon",Maurice Harding,0,0,3,4,0,-0.908957,-0.466265,-1.31645,-0.82051,17,16,28,39,27
"Jenkins, Fry and Gordon",Carol Watson,0,0,2,3,1,1.49849,2.21271,0.517068,0.942291,9,9,14,47,47
"Jenkins, Fry and Gordon",Beverley Nicholls,1,0,1,5,0,-0.223496,1.48493,0.936126,-0.0302615,12,15,21,23,34
"Jenkins, Fry and Gordon",Brian Wilson,0,0,3,3,0,0.102355,-0.0702654,0.246709,2.27836,3,6,8,48,58
"Jenkins, Fry and Gordon",Kerry Duffy,0,0,13,1,0,-0.0511544,-0.482401,-0.151849,-0.354554,19,20,63,15,4
"Jenkins, Fry and Gordon",Vanessa Rogers,0,0,0,1,0,-0.879565,-1.50357,-1.25483,-0.798785,14,14,30,42,41
"Jenkins, Fry and Gordon",Andrea Cross,0,0,4,6,0,-0.978594,-1.28505,-1.11426,-0.948461,3,9,10,54,46
"Jenkins, Fry and Gordon",Jay Lewis,0,0,15,4,0,-0.266425,-0.742669,2.22078,-0.879564,6,5,12,57,53
"Jenkins, Fry and Gordon",Sheila Ali,0,0,14,3,0,0.420369,-1.13304,-0.245577,0.380227,12,28,42,20,12
"Jenkins, Fry and Gordon",June Smith,0,0,12,3,0,-0.413229,-0.553998,-0.529216,-1.33295,15,19,30,44,22
"Jenkins, Fry and Gordon",Russell Jones,0,0,12,5,0,0.614809,1.01633,0.514955,0.348158,21,33,29,31,22
"Jenkins, Fry and Gordon",Tracy Dickinson,0,0,12,1,0,0.204519,0.673814,0.682263,1.51212,9,5,5,62,42
"Jenkins, Fry and Gordon",Alison Whittaker,0,0,2,3,0,1.06475,1.68084,0.155907,0.999625,13,26,40,11,29
"Jenkins, Fry and Gordon",Abigail Simpson,0,0,6,2,0,-0.522149,-0.480231,-0.460296,0.430156,13,18,30,26,34
"Jenkins, Fry and Gordon",Laura Walker,0,0,15,5,0,-0.552647,-0.130231,0.344022,-1.73654,2,-2,5,45,56
"Jenkins, Fry and Gordon",Katy Mitchell,0,0,9,4,0,-1.12585,-1.56246,-1.20352,-0.373155,2,16,29,41,36
"Jenkins, Fry and Gordon",Mohammad Griffiths,0,0,8,3,0,-1.2291,-0.331043,1.8939,-1.53843,22,42,52,4,9
"Jenkins, Fry and Gordon",Tracey Winter,0,0,6,4,1,0.898513,0.2943,1.09543,0.241001,1,11,16,55,59
"Jenkins, Fry and Gordon",Ashley Phillips,0,0,14,4,1,0.192439,1.31708,-0.194906,1.61345,9,13,33,31,44
"Jenkins, Fry and Gordon",Anne Burton,0,0,1,5,0,0.959424,0.834684,0.556923,0.944107,16,28,36,24,31
"Jenkins, Fry and Gordon",Alice Gibson,0,0,7,5,1,0.304891,0.705105,0.162265,1.84166,4,8,2,43,53
"Jenkins, Fry and Gordon",Maria Simpson,0,0,15,3,0,-0.0677438,-0.789916,-0.246833,0.0772879,16,31,34,25,36
"Jenkins, Fry and Gordon",Dawn Taylor,0,0,17,4,0,0.036876,-0.379947,-0.0143547,0.859876,10,13,41,36,33
"Jenkins, Fry and Gordon",Margaret Bruce,0,0,14,3,0,-0.421897,-1.60305,-1.18561,-0.331341,13,30,43,16,18
"Jenkins, Fry and Gordon",Roger Hunter,0,0,4,2,0,0.864797,1.23722,-0.00534671,-0.822682,20,42,55,11,8
"Jenkins, Fry and Gordon",Bernard Wilson,0,1,1,2,0,-0.299035,0.209478,-0.972055,0.815701,10,18,29,39,30
"Jenkins, Fry and Gordon",Bradley Wilson,0,0,5,1,0,-1.05148,0.0825601,-1.21294,0.111979,6,10,18,35,43
"Jenkins, Fry and Gordon",Julia Higgins,0,0,8,1,0,-0.340483,-0.425344,0.265522,2.13231,2,14,10,45,41
"Jenkins, Fry and Gordon",Kyle Rogers,0,0,17,1,0,2.38701,-0.370882,-0.445253,-0.144732,6,27,35,17,18
"Jenkins, Fry and Gordon",Ann Woods,0,0,16,5,0,-0.436955,0.729471,1.31086,0.792167,15,35,41,10,15
"Jenkins, Fry and Gordon",Guy Fletcher,0,0,12,5,0,0.667809,0.886334,0.502955,0.410158,19,36,32,32,23
"Jenkins, Fry and Gordon",Rachel Ashton,0,0,1,5,0,-0.703677,-0.143481,-0.122205,-0.646281,12,37,32,18,23
"Jenkins, Fry and Gordon",Emma Hughes,0,0,10,1,0,-0.802854,-0.808077,0.656348,-1.14235,8,20,32,11,28
"Jenkins, Fry and Gordon",Joanne Campbell,0,0,15,1,0,-0.0359977,-0.574108,1.5752,-0.402499,20,31,53,11,15
"Jenkins, Fry and Gordon",Glenn Fleming,0,0,16,3,0,0.383155,2.12799,2.50346,1.42467,10,14,26,28,30
"Jenkins, Fry and Gordon",Bradley Hobbs,0,0,15,2,0,1.22609,1.71717,1.07468,-0.323737,6,32,58,22,16
